,format
6230,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Fragaria-virginiana-6.jpg,420,267,550,342,Strawberry-leaf"
6231,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Fragaria-virginiana-6.jpg,283,600,471,695,Strawberry-leaf"
6232,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Fragaria-virginiana-6.jpg,267,480,367,642,Strawberry-leaf"
6233,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Fragaria-virginiana-6.jpg,141,588,297,691,Strawberry-leaf"
6234,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Apple-Scab.jpg,56,10,148,181,Apple-Scab-Leaf"
6235,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/66e7583ebe11cf0bd06435e4167bd4fd.jpg,3,49,584,383,Tomato-Septoria-leaf-spot"
6236,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/7176752.jpeg?351.jpg,1,12,350,287,Corn-Gray-leaf-spot"
6237,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/534ddf3a932e62dd929a3ac1b29bfa29.jpg,1995,2272,2789,3240,Tomato-leaf-yellow-virus"
6238,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/534ddf3a932e62dd929a3ac1b29bfa29.jpg,3305,981,4267,1910,Tomato-leaf-yellow-virus"
6239,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/534ddf3a932e62dd929a3ac1b29bfa29.jpg,2610,1042,3079,1568,Tomato-leaf-yellow-virus"
6240,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/534ddf3a932e62dd929a3ac1b29bfa29.jpg,2927,1127,3525,1643,Tomato-leaf-yellow-virus"
6241,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/534ddf3a932e62dd929a3ac1b29bfa29.jpg,797,73,2009,1031,Tomato-leaf-yellow-virus"
6242,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/534ddf3a932e62dd929a3ac1b29bfa29.jpg,1833,493,2852,1172,Tomato-leaf-yellow-virus"
6243,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/534ddf3a932e62dd929a3ac1b29bfa29.jpg,1167,1430,1695,2326,Tomato-leaf-yellow-virus"
6244,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/534ddf3a932e62dd929a3ac1b29bfa29.jpg,217,1464,1000,2371,Tomato-leaf-yellow-virus"
6245,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/534ddf3a932e62dd929a3ac1b29bfa29.jpg,222,636,1458,1229,Tomato-leaf-yellow-virus"
6246,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/534ddf3a932e62dd929a3ac1b29bfa29.jpg,1833,1327,2653,1936,Tomato-leaf-yellow-virus"
6247,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/534ddf3a932e62dd929a3ac1b29bfa29.jpg,2779,1889,3337,3100,Tomato-leaf-yellow-virus"
6248,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CAR1.jpg,6,21,474,841,Apple-rust-leaf"
6249,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/ECE47.jpg,282,422,737,1326,Cherry-leaf"
6250,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_0019.jpg,308,558,3695,2475,Potato-leaf-late-blight"
6251,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Corn-Rusts-wKBishop-story-622x467.jpg,1,79,302,466,Corn-rust-leaf"
6252,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Corn-Rusts-wKBishop-story-622x467.jpg,302,79,621,467,Corn-rust-leaf"
6253,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_3829-1024x684.jpg,354,5,602,233,Squash-Powdery-mildew-leaf"
6254,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_3829-1024x684.jpg,598,127,859,485,Squash-Powdery-mildew-leaf"
6255,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CRABAPPLE3_leaves.jpg,282,216,455,602,Apple-leaf"
6256,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CRABAPPLE3_leaves.jpg,449,227,628,549,Apple-leaf"
6257,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CRABAPPLE3_leaves.jpg,484,95,669,303,Apple-leaf"
6258,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CRABAPPLE3_leaves.jpg,681,81,801,367,Apple-leaf"
6259,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CRABAPPLE3_leaves.jpg,202,7,419,220,Apple-leaf"
6260,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/4cffdc67492014fcf2c5f34b0565fad7.jpg,6,89,184,216,Raspberry-leaf"
6261,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/4cffdc67492014fcf2c5f34b0565fad7.jpg,138,35,265,180,Raspberry-leaf"
6262,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/4cffdc67492014fcf2c5f34b0565fad7.jpg,162,177,258,307,Raspberry-leaf"
6263,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/4cffdc67492014fcf2c5f34b0565fad7.jpg,221,231,406,320,Raspberry-leaf"
6264,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/4cffdc67492014fcf2c5f34b0565fad7.jpg,319,282,516,427,Raspberry-leaf"
6265,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/4cffdc67492014fcf2c5f34b0565fad7.jpg,463,124,509,238,Raspberry-leaf"
6266,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/4cffdc67492014fcf2c5f34b0565fad7.jpg,499,188,600,237,Raspberry-leaf"
6267,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/4cffdc67492014fcf2c5f34b0565fad7.jpg,478,241,582,281,Raspberry-leaf"
6268,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,61,229,93,283,Peach-leaf"
6269,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,101,269,129,325,Peach-leaf"
6270,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,138,341,170,398,Peach-leaf"
6271,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,252,307,272,347,Peach-leaf"
6272,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,252,351,275,407,Peach-leaf"
6273,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,347,342,372,398,Peach-leaf"
6274,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,381,291,403,337,Peach-leaf"
6275,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,270,161,315,184,Peach-leaf"
6276,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,226,165,267,205,Peach-leaf"
6277,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,227,89,256,125,Peach-leaf"
6278,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,124,140,152,174,Peach-leaf"
6279,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,155,207,173,241,Peach-leaf"
6280,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,335,106,355,161,Peach-leaf"
6281,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,303,142,338,191,Peach-leaf"
6282,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,320,236,347,273,Peach-leaf"
6283,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,259,276,281,322,Peach-leaf"
6284,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,263,207,287,245,Peach-leaf"
6285,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,198,234,224,268,Peach-leaf"
6286,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,177,86,209,119,Peach-leaf"
6287,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,376,111,403,147,Peach-leaf"
6288,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,324,299,369,330,Peach-leaf"
6289,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/300117.jpg,85,64,138,89,Peach-leaf"
6290,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,114,471,365,669,grape-leaf"
6291,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,289,231,601,518,grape-leaf"
6292,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,397,1,672,222,grape-leaf"
6293,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,762,533,1003,779,grape-leaf"
6294,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,21,853,252,1059,grape-leaf"
6295,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,80,689,307,851,grape-leaf"
6296,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,324,1081,457,1264,grape-leaf"
6297,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,288,1266,407,1382,grape-leaf"
6298,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,480,1061,683,1261,grape-leaf"
6299,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,763,343,957,502,grape-leaf"
6300,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,716,153,978,427,grape-leaf"
6301,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,1,308,234,538,grape-leaf"
6302,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2666.jpg,527,789,729,994,grape-leaf"
6303,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Guignardia_bidwellii_%28black_rot%29_on_grape_4.jpg,133,601,1417,1870,grape-leaf-black-rot"
6304,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/800px_COLOURBOX4311119.jpg,315,120,767,505,Raspberry-leaf"
6305,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/800px_COLOURBOX4311119.jpg,259,447,668,702,Raspberry-leaf"
6306,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/800px_COLOURBOX4311119.jpg,64,101,345,543,Raspberry-leaf"
6307,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/DAxpYpoWAAQxi1f.jpg,467,5,812,348,Apple-rust-leaf"
6308,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/6c460a55e7e8607e922d98e1416448d4.jpg,1,23,573,460,Squash-Powdery-mildew-leaf"
6309,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_0649.JPG.jpg,1496,912,1930,1450,Raspberry-leaf"
6310,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_0649.JPG.jpg,1113,674,1610,905,Raspberry-leaf"
6311,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/DSCN0652.jpg,238,48,414,402,Bell_pepper-leaf"
6312,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/DSCN0652.jpg,436,193,537,353,Bell_pepper-leaf"
6313,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/DSCN0652.jpg,87,64,216,258,Bell_pepper-leaf"
6314,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/August-17-2012-Supplemental-6.jpg,67,68,341,191,Tomato-leaf-late-blight"
6315,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/2643371-version%3D1.0%26t%3D1260361493000.jpg,44,119,162,219,Potato-leaf-early-blight"
6316,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/2643371-version%3D1.0%26t%3D1260361493000.jpg,163,85,253,208,Potato-leaf-early-blight"
6317,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/2643371-version%3D1.0%26t%3D1260361493000.jpg,103,5,195,151,Potato-leaf-early-blight"
6318,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/2643371-version%3D1.0%26t%3D1260361493000.jpg,187,173,265,240,Potato-leaf-early-blight"
6319,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/ArticleImage.aspx?imgid=4987.jpg,1,3,200,150,Tomato-mold-leaf"
6320,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CHERRY_CHOKE2_leaves.jpg,292,107,528,293,Cherry-leaf"
6321,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CHERRY_CHOKE2_leaves.jpg,432,198,733,347,Cherry-leaf"
6322,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CHERRY_CHOKE2_leaves.jpg,342,309,617,591,Cherry-leaf"
6323,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CHERRY_CHOKE2_leaves.jpg,207,316,395,540,Cherry-leaf"
6324,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CHERRY_CHOKE2_leaves.jpg,164,145,278,313,Cherry-leaf"
6325,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CHERRY_CHOKE2_leaves.jpg,72,205,191,330,Cherry-leaf"
6326,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CHERRY_CHOKE2_leaves.jpg,139,321,258,522,Cherry-leaf"
6327,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CHERRY_CHOKE2_leaves.jpg,17,357,130,466,Cherry-leaf"
6328,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CHERRY_CHOKE2_leaves.jpg,56,281,133,367,Cherry-leaf"
6329,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/L1360830copyrightTendingMyGarden.com-first-signs-of-powdery-mildew.jpg,1,1,800,591,Squash-Powdery-mildew-leaf"
6330,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/6.8.12+Soybean+First+Trifoliate+Leaf.JPG.jpg,571,87,917,454,Soyabean-leaf"
6331,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Jessore-potato-late-blight-8-2h2fdkl.jpg,9,1248,1794,2629,Potato-leaf-late-blight"
6332,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Jessore-potato-late-blight-8-2h2fdkl.jpg,1361,534,2052,1281,Potato-leaf-late-blight"
6333,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Jessore-potato-late-blight-8-2h2fdkl.jpg,1828,1,2344,529,Potato-leaf-late-blight"
6334,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/BCH%20medium%20thumbnail%20for%20upload%20%2836%29.jpg,134,82,241,293,Tomato-Early-blight-leaf"
6335,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/BCH%20medium%20thumbnail%20for%20upload%20%2836%29.jpg,242,71,375,294,Tomato-Early-blight-leaf"
6336,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/BCH%20medium%20thumbnail%20for%20upload%20%2836%29.jpg,118,18,211,96,Tomato-Early-blight-leaf"
6337,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/BCH%20medium%20thumbnail%20for%20upload%20%2836%29.jpg,4,43,117,156,Tomato-Early-blight-leaf"
6338,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/628x471.jpg,76,103,464,423,Squash-Powdery-mildew-leaf"
6339,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/71c944d61b08f6373a9a38d3c250cb2e.jpg,9,72,212,211,Tomato-leaf-bacterial-spot"
6340,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Cedar_apple_rust_on_crab_apple_leaf_upper_surface.JPG.jpg,699,215,1684,1849,Apple-rust-leaf"
6341,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Cedar_apple_rust_on_crab_apple_leaf_upper_surface.JPG.jpg,1584,158,2741,1121,Apple-rust-leaf"
6342,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Get-Rid-of-Mold-or-Powdery-Mildew-on-Squash-and-Cucumbers1-1.jpg,130,26,664,519,Squash-Powdery-mildew-leaf"
6343,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Figure%201%20early%20southern%20rust.JPG.jpg,31,107,2733,2004,Corn-rust-leaf"
6344,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_1309.JPG.jpg,582,23,1505,1200,Strawberry-leaf"
6345,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/BacterialSpot07.jpg,144,96,167,122,Tomato-leaf-bacterial-spot"
6346,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/BacterialSpot07.jpg,106,123,127,160,Tomato-leaf-bacterial-spot"
6347,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/BacterialSpot07.jpg,132,219,156,253,Tomato-leaf-bacterial-spot"
6348,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/BacterialSpot07.jpg,83,177,103,204,Tomato-leaf-bacterial-spot"
6349,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/BacterialSpot07.jpg,170,161,193,197,Tomato-leaf-bacterial-spot"
6350,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/B9230061-Powdery_Mildew_on_Squash_Leaf-SPL.jpg,22,165,565,647,Squash-Powdery-mildew-leaf"
6351,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/G3O1I.jpg,715,23,2432,2420,Bell_pepper-leaf-spot"
6352,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/CankerRhiemsFiring1-copy-50-QUALITY-16lcw30.jpg,132,17,398,441,Tomato-leaf-bacterial-spot"
6353,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Carolina%2BCherry%2BLaurel%2Bproblem3.jpg,628,211,853,784,Cherry-leaf"
6354,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Carolina%2BCherry%2BLaurel%2Bproblem3.jpg,1017,72,1357,788,Cherry-leaf"
6355,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Carolina%2BCherry%2BLaurel%2Bproblem3.jpg,1215,313,1460,868,Cherry-leaf"
6356,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Carolina%2BCherry%2BLaurel%2Bproblem3.jpg,822,893,1332,1181,Cherry-leaf"
6357,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Carolina%2BCherry%2BLaurel%2Bproblem3.jpg,316,739,658,1014,Cherry-leaf"
6358,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Carolina%2BCherry%2BLaurel%2Bproblem3.jpg,66,724,276,923,Cherry-leaf"
6359,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Carolina%2BCherry%2BLaurel%2Bproblem3.jpg,108,609,370,756,Cherry-leaf"
6360,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Carolina%2BCherry%2BLaurel%2Bproblem3.jpg,150,492,356,638,Cherry-leaf"
6361,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Carolina%2BCherry%2BLaurel%2Bproblem3.jpg,1,333,490,499,Cherry-leaf"
6362,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Blog-3.jpg,260,62,400,347,Potato-leaf-late-blight"
6363,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Blog-3.jpg,164,195,266,400,Potato-leaf-late-blight"
6364,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Blog-3.jpg,1,46,173,150,Potato-leaf-late-blight"
6365,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/Blog-3.jpg,139,1,304,56,Potato-leaf-late-blight"
6366,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2687.JPG.jpg,600,1227,758,1495,Tomato-leaf-yellow-virus"
6367,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2687.JPG.jpg,89,233,287,745,Tomato-leaf-yellow-virus"
6368,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2687.JPG.jpg,804,196,1064,1107,Tomato-leaf-yellow-virus"
6369,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IMG_2687.JPG.jpg,476,380,819,1142,Tomato-leaf-yellow-virus"
6370,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IU-TYLCV_img_6.jpg,129,390,155,408,Tomato-leaf-yellow-virus"
6371,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IU-TYLCV_img_6.jpg,32,460,51,490,Tomato-leaf-yellow-virus"
6372,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IU-TYLCV_img_6.jpg,34,441,55,464,Tomato-leaf-yellow-virus"
6373,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IU-TYLCV_img_6.jpg,75,424,95,460,Tomato-leaf-yellow-virus"
6374,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IU-TYLCV_img_6.jpg,145,459,177,480,Tomato-leaf-yellow-virus"
6375,"drive/My Drive/Plants/Sample/PlantDoc-Object-Detection-Dataset/train_images/IU-TYLCV_img_6.jpg,178,342,197,378,Tomato-leaf-yellow-virus"
